nom_hotel,annee,mois,categorie,sous_categorie,nombre_ventes,montant_ventes,nombre_paniers,nombre_produits,hotel_code
Novotel Megève Mont-Blanc,2025,8,F_B,FOOD SALEE,36.0,110.0,23.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,F_B,FOOD SUCREE,93.0,343.5,49.0,15.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,F_B,SANS ALCOOL,68.0,170.0,44.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,#REF!,56.0,917.95,50.0,19.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,ACCESSOIRES,11.0,191.0,8.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,COSMETIQUE,1.0,4.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,JEUX / ENFANTS,39.0,374.1,27.0,12.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,PAP,12.0,360.0,11.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,SOS,36.0,399.0,32.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,SOUVENIRS,4.0,4.0,2.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,F_B,FOOD SALEE,19.0,52.5,11.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,F_B,FOOD SUCREE,25.0,95.0,19.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,F_B,SANS ALCOOL,36.0,90.0,17.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,#REF!,28.0,389.5,25.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,ACCESSOIRES,6.0,70.0,6.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,COSMETIQUE,6.0,34.0,5.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,JEUX / ENFANTS,19.0,150.8,13.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,PAP,6.0,180.0,4.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,SOS,15.0,155.0,14.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,SOUVENIRS,4.0,4.0,3.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,F_B,FOOD SALEE,8.0,37.5,4.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,F_B,FOOD SUCREE,10.0,58.5,7.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,F_B,SANS ALCOOL,10.0,25.0,8.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,#REF!,5.0,71.95,5.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,COSMETIQUE,10.0,119.5,5.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,JEUX / ENFANTS,11.0,96.2,6.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,PAP,1.0,20.0,1.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,SOS,3.0,18.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,SOUVENIRS,12.0,12.0,3.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,F_B,FOOD SALEE,37.0,93.0,19.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,F_B,FOOD SUCREE,8.0,43.0,5.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,F_B,SANS ALCOOL,27.0,67.5,16.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,NAN,,12.0,152.0,8.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,#REF!,16.0,139.0,13.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,ACCESSOIRES,6.0,104.0,4.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,COSMETIQUE,6.0,71.5,4.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,JEUX / ENFANTS,11.0,95.85,7.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,PAP,5.0,160.0,4.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,SOS,25.0,271.0,24.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,SOUVENIRS,5.0,5.0,4.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,FOOD SALEE,39.0,98.0,25.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,FOOD SUCREE,115.0,358.5,76.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,SANS ALCOOL,75.0,187.5,45.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,SOUVENIRS,5.0,100.0,5.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,NAN,,113.0,1270.4,80.0,35.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,#REF!,16.0,135.0,15.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,ACCESSOIRES,7.0,206.0,7.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,COSMETIQUE,8.0,57.5,7.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,JEUX / ENFANTS,18.0,171.6,13.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,PAP,13.0,350.0,11.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,SOS,36.0,397.0,29.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,SOUVENIRS,3.0,3.0,2.0,1.0,HB5I0
Novotel Paris Tour Eiffel,2024,5,N_F_B,SOS,1.0,3.0,1.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,6,F_B,FOOD SALEE,42.0,310.0,34.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,6,F_B,FOOD SUCREE,59.0,391.5,37.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,6,F_B,SANS ALCOOL,185.0,2376.0,99.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,6,N_F_B,SOS,49.0,605.0,38.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,7,F_B,FOOD SALEE,55.0,502.0,41.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,7,F_B,FOOD SUCREE,97.0,556.6999999999999,48.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,7,F_B,SANS ALCOOL,184.0,1351.47,91.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,7,N_F_B,SOS,45.0,397.0,39.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,7,N_F_B,SOUVENIRS,1.0,18.5,1.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,9,F_B,FOOD SALEE,54.0,314.6,39.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,9,F_B,FOOD SUCREE,87.0,269.4,48.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,9,F_B,SANS ALCOOL,138.0,495.5,69.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,9,N_F_B,COSMETIQUE,1.0,8.0,1.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,9,N_F_B,SOS,85.0,631.0,67.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,10,F_B,FOOD SALEE,443.0,2545.7,339.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,10,F_B,FOOD SUCREE,614.0,1918.3999999999999,356.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,10,F_B,SANS ALCOOL,1322.0,4531.9,720.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,10,N_F_B,COSMETIQUE,6.0,48.0,4.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,10,N_F_B,SOS,542.0,4246.0,423.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,FOOD SALEE,437.0,2752.7,313.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,FOOD SUCREE,479.0,1511.5,284.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,SANS ALCOOL,1085.0,3766.6,601.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,11,N_F_B,COSMETIQUE,2.0,16.0,1.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,11,N_F_B,SOS,485.0,3828.0,391.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,FOOD SALEE,482.0,3023.8,328.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,FOOD SUCREE,684.0,2196.5,390.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,SANS ALCOOL,1446.0,5005.7,743.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,12,N_F_B,COSMETIQUE,7.0,56.0,6.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,12,N_F_B,SOS,515.0,3831.0,402.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,1,F_B,FOOD SALEE,447.0,2842.6,313.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,1,F_B,FOOD SUCREE,508.0,1763.5,290.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,1,F_B,SANS ALCOOL,1097.0,3864.5,608.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,1,N_F_B,SOS,305.0,2419.0,238.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,2,F_B,FOOD SALEE,429.0,2892.1,310.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,2,F_B,FOOD SUCREE,514.0,1853.2,299.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,2,F_B,SANS ALCOOL,1186.0,4201.3,649.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,2,N_F_B,COSMETIQUE,3.0,24.0,3.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,2,N_F_B,SOS,437.0,3432.0,351.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,3,F_B,FOOD SALEE,510.0,3653.0,345.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,3,F_B,FOOD SUCREE,576.0,2109.2,343.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,3,F_B,SANS ALCOOL,1257.0,4495.8,748.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,3,N_F_B,COSMETIQUE,6.0,48.0,5.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,3,N_F_B,SOS,441.0,3112.0,346.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,4,F_B,FOOD SALEE,648.0,4827.4,459.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,4,F_B,FOOD SUCREE,661.0,2330.3,373.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,4,F_B,SANS ALCOOL,1493.0,5331.3,918.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,4,NAN,,7.0,28.0,5.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,4,N_F_B,COSMETIQUE,2.0,16.0,2.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,4,N_F_B,SOS,307.0,2322.0,256.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,5,F_B,FOOD SALEE,675.0,4658.0,487.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,5,F_B,FOOD SUCREE,590.0,2031.7,359.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,5,F_B,SANS ALCOOL,1628.0,5897.5,972.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,5,N_F_B,COSMETIQUE,6.0,48.0,6.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,5,N_F_B,SOS,360.0,2645.0,279.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,6,F_B,FOOD SALEE,676.0,4725.8,528.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,6,F_B,FOOD SUCREE,598.0,2033.3999999999999,347.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,6,F_B,SANS ALCOOL,1895.0,7198.7,1098.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,6,N_F_B,COSMETIQUE,3.0,24.0,3.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,6,N_F_B,SOS,440.0,3377.0,318.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,7,F_B,FOOD SALEE,866.0,6293.7,620.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,7,F_B,FOOD SUCREE,792.0,2651.6,418.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,7,F_B,SANS ALCOOL,2416.0,10654.7,1353.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,7,N_F_B,COSMETIQUE,6.0,48.0,6.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,7,N_F_B,SOS,435.0,3738.0,313.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,8,F_B,FOOD SALEE,704.0,4641.7,487.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,8,F_B,FOOD SUCREE,629.0,2191.4,331.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,8,F_B,SANS ALCOOL,2027.0,7381.8,1077.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,8,N_F_B,COSMETIQUE,7.0,56.0,7.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,8,N_F_B,SOS,470.0,3583.0,335.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,9,F_B,FOOD SALEE,504.0,3433.9,404.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,9,F_B,FOOD SUCREE,476.0,1596.7,269.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,9,F_B,SANS ALCOOL,1491.0,5617.5,928.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,9,N_F_B,COSMETIQUE,4.0,32.0,4.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,9,N_F_B,SOS,391.0,3170.0,303.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,10,F_B,FOOD SALEE,524.0,3534.2,397.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,10,F_B,FOOD SUCREE,610.0,2069.3,334.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,10,F_B,SANS ALCOOL,1660.0,5998.0,927.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,10,N_F_B,COSMETIQUE,4.0,32.0,4.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,10,N_F_B,SOS,374.0,2878.0,274.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,11,F_B,FOOD SALEE,473.0,3037.8,370.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,11,F_B,FOOD SUCREE,509.0,1684.1,272.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,11,F_B,SANS ALCOOL,1316.0,4792.0,796.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,11,NAN,,2.0,16.0,2.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,11,N_F_B,COSMETIQUE,2.0,16.0,2.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,11,N_F_B,SOS,308.0,2440.0,249.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,12,F_B,FOOD SALEE,632.0,4380.5,413.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,12,F_B,FOOD SUCREE,569.0,1993.1,309.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,12,F_B,SANS ALCOOL,1680.0,6061.2,1014.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,12,NAN,,12.0,96.0,11.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,12,N_F_B,COSMETIQUE,8.0,64.0,6.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,12,N_F_B,SOS,250.0,1839.0,193.0,0.0,H3546
Novotel Porte d’Italie,2024,9,F_B,FOOD SALEE,5.0,12.5,5.0,0.0,
Novotel Porte d’Italie,2024,9,F_B,FOOD SUCREE,17.0,46.3,12.0,0.0,
Novotel Porte d’Italie,2024,9,F_B,SANS ALCOOL,18.0,92.0,15.0,0.0,
Novotel Porte d’Italie,2024,10,F_B,FOOD SALEE,60.0,167.4,48.0,0.0,
Novotel Porte d’Italie,2024,10,F_B,FOOD SUCREE,112.0,318.6,84.0,0.0,
Novotel Porte d’Italie,2024,10,F_B,SANS ALCOOL,59.0,299.5,43.0,0.0,
Novotel Porte d’Italie,2024,10,NAN,,13.0,83.4,10.0,0.0,
Novotel Porte d’Italie,2024,11,F_B,FOOD SALEE,48.0,134.6,34.0,0.0,
Novotel Porte d’Italie,2024,11,F_B,FOOD SUCREE,74.0,209.85999999999999,56.0,0.0,
Novotel Porte d’Italie,2024,11,F_B,SANS ALCOOL,61.0,312.5,50.0,0.0,
Novotel Porte d’Italie,2024,11,NAN,,7.0,43.0,5.0,0.0,
Novotel Porte d’Italie,2024,11,N_F_B,SOS,1.0,0.7,1.0,0.0,
Novotel Porte d’Italie,2024,12,F_B,FOOD SALEE,61.0,211.9,48.0,0.0,
Novotel Porte d’Italie,2024,12,F_B,FOOD SUCREE,83.0,236.0,69.0,0.0,
Novotel Porte d’Italie,2024,12,F_B,SANS ALCOOL,38.0,195.0,32.0,0.0,
Novotel Porte d’Italie,2024,12,NAN,,4.0,32.5,4.0,0.0,
Novotel Porte d’Italie,2024,12,N_F_B,SOS,1.0,0.7,1.0,0.0,
Novotel Porte d’Italie,2025,1,F_B,FOOD SALEE,9.0,23.9,7.0,0.0,
Novotel Porte d’Italie,2025,1,F_B,FOOD SUCREE,12.0,35.7,11.0,0.0,
Novotel Porte d’Italie,2025,1,F_B,SANS ALCOOL,5.0,26.0,4.0,0.0,
Novotel Porte d’Italie,2025,1,NAN,,6.0,66.0,4.0,0.0,
Novotel Porte d’Italie,2025,2,F_B,FOOD SALEE,24.0,78.3,17.0,0.0,
Novotel Porte d’Italie,2025,2,F_B,FOOD SUCREE,15.0,41.7,12.0,0.0,
Novotel Porte d’Italie,2025,2,F_B,SANS ALCOOL,15.0,65.0,11.0,0.0,
Novotel Porte d’Italie,2025,2,NAN,,6.0,66.0,4.0,0.0,
Novotel Porte d’Italie,2025,3,F_B,FOOD SALEE,34.0,130.0,25.0,0.0,
Novotel Porte d’Italie,2025,3,F_B,FOOD SUCREE,51.0,191.6,44.0,0.0,
Novotel Porte d’Italie,2025,3,F_B,SANS ALCOOL,39.0,165.5,32.0,0.0,
Novotel Porte d’Italie,2025,3,NAN,,1.0,7.5,1.0,0.0,
Novotel Porte d’Italie,2025,4,F_B,FOOD SALEE,31.0,80.6,19.0,0.0,
Novotel Porte d’Italie,2025,4,F_B,FOOD SUCREE,20.0,78.7,15.0,0.0,
Novotel Porte d’Italie,2025,4,F_B,SANS ALCOOL,32.0,132.5,25.0,0.0,
Novotel Porte d’Italie,2025,5,F_B,FOOD SALEE,23.0,73.0,16.0,0.0,
Novotel Porte d’Italie,2025,5,F_B,FOOD SUCREE,83.0,290.6,67.0,0.0,
Novotel Porte d’Italie,2025,5,F_B,SANS ALCOOL,106.0,456.0,77.0,0.0,
Novotel Porte d’Italie,2025,5,NAN,,6.0,64.5,5.0,0.0,
Novotel Porte d’Italie,2025,6,F_B,FOOD SALEE,13.0,114.2,13.0,0.0,
Novotel Porte d’Italie,2025,6,F_B,FOOD SUCREE,32.0,132.5,27.0,0.0,
Novotel Porte d’Italie,2025,6,F_B,SANS ALCOOL,68.0,300.5,60.0,0.0,
Novotel Porte d’Italie,2025,6,NAN,,2.0,12.0,1.0,0.0,
Novotel Porte d’Italie,2025,7,F_B,FOOD SALEE,31.0,146.1,23.0,0.0,
Novotel Porte d’Italie,2025,7,F_B,FOOD SUCREE,55.0,182.4,46.0,0.0,
Novotel Porte d’Italie,2025,7,F_B,SANS ALCOOL,93.0,431.5,70.0,0.0,
Novotel Porte d’Italie,2025,8,F_B,FOOD SALEE,22.0,103.6,18.0,0.0,
Novotel Porte d’Italie,2025,8,F_B,FOOD SUCREE,32.0,93.1,24.0,0.0,
Novotel Porte d’Italie,2025,8,F_B,SANS ALCOOL,67.0,312.0,49.0,0.0,
Novotel Porte d’Italie,2025,9,F_B,FOOD SALEE,24.0,59.1,18.0,0.0,
Novotel Porte d’Italie,2025,9,F_B,FOOD SUCREE,35.0,118.89999999999999,26.0,0.0,
Novotel Porte d’Italie,2025,9,F_B,SANS ALCOOL,21.0,105.5,18.0,0.0,
Novotel Porte d’Italie,2025,10,F_B,FOOD SALEE,5.0,26.0,4.0,0.0,
Novotel Porte d’Italie,2025,10,F_B,FOOD SUCREE,9.0,31.299999999999997,8.0,0.0,
Novotel Porte d’Italie,2025,11,F_B,FOOD SALEE,24.0,52.15,20.0,0.0,
Novotel Porte d’Italie,2025,11,F_B,FOOD SUCREE,41.0,108.0,33.0,0.0,
Novotel Porte d’Italie,2025,11,F_B,SANS ALCOOL,29.0,131.0,24.0,0.0,
Novotel Porte d’Italie,2025,12,F_B,FOOD SALEE,19.0,52.5,18.0,0.0,
Novotel Porte d’Italie,2025,12,F_B,FOOD SUCREE,36.0,106.3,26.0,0.0,
Novotel Porte d’Italie,2025,12,F_B,SANS ALCOOL,53.0,265.0,39.0,0.0,
Ibis budget Nice,2023,1,N_F_B,ACCESSOIRES,16.25,182.5,13.0,7.0,H2075
Ibis budget Nice,2023,2,N_F_B,ACCESSOIRES,16.25,182.5,13.0,7.0,H2075
Ibis budget Nice,2023,3,N_F_B,ACCESSOIRES,16.25,182.5,13.0,7.0,H2075
Ibis budget Nice,2023,4,N_F_B,ACCESSOIRES,16.25,182.5,13.0,7.0,H2075
Ibis budget Nice,2023,5,N_F_B,ACCESSOIRES,16.25,182.5,13.0,7.0,H2075
Ibis budget Nice,2023,6,N_F_B,ACCESSOIRES,16.25,182.5,13.0,7.0,H2075
Ibis budget Nice,2023,7,N_F_B,ACCESSOIRES,16.25,182.5,13.0,7.0,H2075
Ibis budget Nice,2023,12,N_F_B,ACCESSOIRES,16.25,182.5,13.0,7.0,H2075
Ibis budget Nice,2023,1,N_F_B,COSMETIQUE,1.0,10.0,1.0,0.5,H2075
Ibis budget Nice,2023,2,N_F_B,COSMETIQUE,1.0,10.0,1.0,0.5,H2075
Ibis budget Nice,2023,3,N_F_B,COSMETIQUE,1.0,10.0,1.0,0.5,H2075
Ibis budget Nice,2023,4,N_F_B,COSMETIQUE,1.0,10.0,1.0,0.5,H2075
Ibis budget Nice,2023,5,N_F_B,COSMETIQUE,1.0,10.0,1.0,0.5,H2075
Ibis budget Nice,2023,6,N_F_B,COSMETIQUE,1.0,10.0,1.0,0.5,H2075
Ibis budget Nice,2023,7,N_F_B,COSMETIQUE,1.0,10.0,1.0,0.5,H2075
Ibis budget Nice,2023,12,N_F_B,COSMETIQUE,1.0,10.0,1.0,0.5,H2075
Ibis budget Nice,2023,1,N_F_B,PAP,5.75,56.5,5.75,3.5,H2075
Ibis budget Nice,2023,2,N_F_B,PAP,5.75,56.5,5.75,3.5,H2075
Ibis budget Nice,2023,3,N_F_B,PAP,5.75,56.5,5.75,3.5,H2075
Ibis budget Nice,2023,4,N_F_B,PAP,5.75,56.5,5.75,3.5,H2075
Ibis budget Nice,2023,5,N_F_B,PAP,5.75,56.5,5.75,3.5,H2075
Ibis budget Nice,2023,6,N_F_B,PAP,5.75,56.5,5.75,3.5,H2075
Ibis budget Nice,2023,7,N_F_B,PAP,5.75,56.5,5.75,3.5,H2075
Ibis budget Nice,2023,12,N_F_B,PAP,5.75,56.5,5.75,3.5,H2075
Ibis budget Nice,2023,1,N_F_B,SOS,0.5,4.0,0.5,0.5,H2075
Ibis budget Nice,2023,2,N_F_B,SOS,0.5,4.0,0.5,0.5,H2075
Ibis budget Nice,2023,3,N_F_B,SOS,0.5,4.0,0.5,0.5,H2075
Ibis budget Nice,2023,4,N_F_B,SOS,0.5,4.0,0.5,0.5,H2075
Ibis budget Nice,2023,5,N_F_B,SOS,0.5,4.0,0.5,0.5,H2075
Ibis budget Nice,2023,6,N_F_B,SOS,0.5,4.0,0.5,0.5,H2075
Ibis budget Nice,2023,7,N_F_B,SOS,0.5,4.0,0.5,0.5,H2075
Ibis budget Nice,2023,12,N_F_B,SOS,0.5,4.0,0.5,0.5,H2075
Ibis budget Nice,2024,1,F_B,FOOD SALEE,10.6,24.7,9.0,2.6,H2075
Ibis budget Nice,2024,2,F_B,FOOD SALEE,10.6,24.7,9.0,2.6,H2075
Ibis budget Nice,2024,1,F_B,FOOD SUCREE,7.3,13.45,5.7,2.4,H2075
Ibis budget Nice,2024,2,F_B,FOOD SUCREE,7.3,13.45,5.7,2.4,H2075
Ibis budget Nice,2024,1,F_B,SANS ALCOOL,134.1,314.7,90.6,11.5,H2075
Ibis budget Nice,2024,2,F_B,SANS ALCOOL,134.1,314.7,90.6,11.5,H2075
Ibis budget Nice,2024,1,N_F_B,ACCESSOIRES,11.1,115.96,10.0,7.0,H2075
Ibis budget Nice,2024,2,N_F_B,ACCESSOIRES,11.1,115.96,10.0,7.0,H2075
Ibis budget Nice,2024,1,N_F_B,COSMETIQUE,0.9,8.9,0.9,0.6,H2075
Ibis budget Nice,2024,2,N_F_B,COSMETIQUE,0.9,8.9,0.9,0.6,H2075
Ibis budget Nice,2024,1,N_F_B,JEUX / ENFANTS,0.7,12.6,0.7,0.3,H2075
Ibis budget Nice,2024,2,N_F_B,JEUX / ENFANTS,0.7,12.6,0.7,0.3,H2075
Ibis budget Nice,2024,1,N_F_B,PAP,3.6,36.5,3.3,2.8,H2075
Ibis budget Nice,2024,2,N_F_B,PAP,3.6,36.5,3.3,2.8,H2075
Ibis budget Nice,2024,1,N_F_B,SOS,0.7,8.8,0.6,0.4,H2075
Ibis budget Nice,2024,2,N_F_B,SOS,0.7,8.8,0.6,0.4,H2075
Ibis budget Strasbourg Centre République,2024,1,F_B,FOOD SALEE,24.333333333333332,167.5,21.666666666666668,4.0,HB6A3
Ibis budget Strasbourg Centre République,2024,2,F_B,FOOD SALEE,24.333333333333332,167.5,21.666666666666668,4.0,HB6A3
Ibis budget Strasbourg Centre République,2024,3,F_B,FOOD SALEE,24.333333333333332,167.5,21.666666666666668,4.0,HB6A3
Ibis budget Strasbourg Centre République,2024,4,F_B,FOOD SALEE,24.333333333333332,167.5,21.666666666666668,4.0,HB6A3
Ibis budget Strasbourg Centre République,2024,5,F_B,FOOD SALEE,24.333333333333332,167.5,21.666666666666668,4.0,HB6A3
Ibis budget Strasbourg Centre République,2024,6,F_B,FOOD SALEE,24.333333333333332,167.5,21.666666666666668,4.0,HB6A3
Ibis budget Strasbourg Centre République,2024,7,F_B,FOOD SALEE,24.333333333333332,167.5,21.666666666666668,4.0,HB6A3
Ibis budget Strasbourg Centre République,2024,8,F_B,FOOD SALEE,24.333333333333332,167.5,21.666666666666668,4.0,HB6A3
Ibis budget Strasbourg Centre République,2024,9,F_B,FOOD SALEE,24.333333333333332,167.5,21.666666666666668,4.0,HB6A3
Ibis budget Strasbourg Centre République,2024,1,F_B,FOOD SUCREE,77.0,245.0,58.333333333333336,9.0,HB6A3
Ibis budget Strasbourg Centre République,2024,2,F_B,FOOD SUCREE,77.0,245.0,58.333333333333336,9.0,HB6A3
Ibis budget Strasbourg Centre République,2024,3,F_B,FOOD SUCREE,77.0,245.0,58.333333333333336,9.0,HB6A3
Ibis budget Strasbourg Centre République,2024,4,F_B,FOOD SUCREE,77.0,245.0,58.333333333333336,9.0,HB6A3
Ibis budget Strasbourg Centre République,2024,5,F_B,FOOD SUCREE,77.0,245.0,58.333333333333336,9.0,HB6A3
