nom_hotel,annee,mois,categorie,sous_categorie,is_holiday,nombre_ventes,montant_ventes,nombre_paniers,nombre_produits,hotel_code
Novotel Megève Mont-Blanc,2024,9,N_F_B,COSMETIQUE,0,16.0,187.6,10.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,JEUX / ENFANTS,0,5.0,80.0,5.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,PAP,0,6.0,122.0,4.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,SOS,0,4.0,81.0,4.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,SOUVENIRS,0,5.0,82.0,3.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,ALCOOL,0,17.0,140.0,11.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,FOOD SALEE,0,5.0,40.5,4.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,FOOD SUCREE,0,12.0,90.3,9.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,SANS ALCOOL,0,18.0,50.0,12.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,ACCESSOIRES,0,6.0,240.0,5.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,COSMETIQUE,0,4.0,43.9,4.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,JEUX / ENFANTS,0,2.0,14.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,PAP,0,2.0,50.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,SOS,0,2.0,37.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,SOUVENIRS,0,5.0,84.0,3.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,ALCOOL,0,2.0,16.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SALEE,0,2.0,16.3,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SALEE,1,1.0,8.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SUCREE,0,23.0,134.9,12.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SUCREE,1,3.0,27.7,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,SANS ALCOOL,0,12.0,31.5,8.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,ACCESSOIRES,0,12.0,693.0,12.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,COSMETIQUE,0,4.0,46.9,4.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,COSMETIQUE,1,4.0,158.5,3.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,JEUX / ENFANTS,0,2.0,24.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,PAP,0,2.0,65.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,SOS,0,4.0,64.0,4.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,SOUVENIRS,0,1.0,16.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,ALCOOL,0,1.0,8.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,FOOD SALEE,0,8.0,64.0,8.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,FOOD SUCREE,0,90.0,415.8,47.0,22.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,FOOD SUCREE,1,5.0,18.0,3.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,SANS ALCOOL,0,46.0,119.5,41.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,SANS ALCOOL,1,2.0,5.5,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,SOUVENIRS,0,2.0,33.0,1.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,#REF!,0,4.0,60.0,4.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,ACCESSOIRES,0,9.0,318.0,9.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,ACCESSOIRES,1,1.0,11.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,COSMETIQUE,0,5.0,71.9,5.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,JEUX / ENFANTS,0,21.0,228.35,14.0,14.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,JEUX / ENFANTS,1,1.0,3.95,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,PAP,0,14.0,310.0,10.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,SOS,0,2.0,59.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,SOUVENIRS,0,6.0,98.0,5.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,ALCOOL,0,2.0,16.0,1.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SALEE,0,6.0,44.7,4.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SALEE,1,4.0,33.3,2.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SUCREE,0,64.0,389.1,34.0,21.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SUCREE,1,22.0,155.8,7.0,12.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,SANS ALCOOL,0,40.0,102.0,26.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,SANS ALCOOL,1,2.0,6.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,SOUVENIRS,1,1.0,16.5,1.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,#REF!,0,8.0,120.0,6.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,ACCESSOIRES,0,8.0,155.0,7.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,ACCESSOIRES,1,2.0,28.0,1.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,JEUX / ENFANTS,0,17.0,193.35,10.0,15.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,JEUX / ENFANTS,1,6.0,54.7,2.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,PAP,0,29.0,536.0,19.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,PAP,1,3.0,55.0,3.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,SOS,0,7.0,112.0,6.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,SOUVENIRS,0,3.0,1.5,2.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,ALCOOL,0,5.0,40.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,FOOD SALEE,0,18.0,79.7,10.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,FOOD SUCREE,0,102.0,385.8,65.0,23.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,SANS ALCOOL,0,80.0,204.0,45.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,#REF!,0,3.0,33.0,3.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,ACCESSOIRES,0,19.0,372.0,16.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,COSMETIQUE,0,6.0,51.9,6.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,JEUX / ENFANTS,0,35.0,349.25,25.0,19.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,PAP,0,11.0,340.0,11.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,SOS,0,42.0,545.5,27.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,SOUVENIRS,0,15.0,7.5,6.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,F_B,FOOD SALEE,0,18.0,60.0,11.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,F_B,FOOD SUCREE,0,67.0,221.5,42.0,16.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,F_B,SANS ALCOOL,0,36.0,94.5,22.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,#REF!,0,6.0,60.0,5.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,ACCESSOIRES,0,7.0,154.0,6.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,COSMETIQUE,0,2.0,19.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,JEUX / ENFANTS,0,32.0,293.75,23.0,13.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,PAP,0,12.0,375.0,10.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,SOS,0,11.0,89.0,10.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,SOUVENIRS,0,10.0,5.0,5.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,F_B,FOOD SALEE,0,6.0,24.0,5.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,F_B,FOOD SUCREE,0,31.0,122.5,18.0,13.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,F_B,SANS ALCOOL,0,17.0,43.5,12.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,#REF!,0,3.0,33.0,3.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,ACCESSOIRES,0,9.0,229.0,7.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,COSMETIQUE,0,4.0,31.0,3.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,JEUX / ENFANTS,0,13.0,117.15,11.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,PAP,0,4.0,105.0,3.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,SOS,0,4.0,33.0,3.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,F_B,FOOD SALEE,0,11.0,48.0,7.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,F_B,FOOD SUCREE,0,14.0,54.9,9.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,F_B,FOOD SUCREE,1,1.0,3.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,F_B,SANS ALCOOL,0,10.0,26.0,10.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,#REF!,0,4.0,60.0,4.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,ACCESSOIRES,0,2.0,32.0,2.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,ACCESSOIRES,1,2.0,18.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,COSMETIQUE,0,3.0,95.9,3.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,JEUX / ENFANTS,0,10.0,109.4,8.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,PAP,0,5.0,145.0,4.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,SOS,0,1.0,4.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,F_B,FOOD SALEE,0,16.0,48.0,10.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,F_B,FOOD SUCREE,0,45.0,196.0,22.0,14.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,F_B,SANS ALCOOL,0,15.0,37.5,9.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,#REF!,0,15.0,196.5,13.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,ACCESSOIRES,0,9.0,346.0,8.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,COSMETIQUE,0,7.0,104.0,5.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,JEUX / ENFANTS,0,15.0,131.05,12.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,PAP,0,2.0,55.0,2.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,SOS,0,7.0,63.0,6.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,SOUVENIRS,0,13.0,6.5,3.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,ALCOOL,0,1.0,8.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,FOOD SALEE,0,46.0,128.5,28.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,FOOD SUCREE,0,95.0,359.0,59.0,17.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,SANS ALCOOL,0,38.0,95.0,25.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,SANS ALCOOL,1,1.0,2.5,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,#REF!,0,25.0,354.5,22.0,11.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,ACCESSOIRES,0,7.0,190.0,7.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,COSMETIQUE,0,8.0,105.0,5.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,COSMETIQUE,1,1.0,4.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,JEUX / ENFANTS,0,24.0,215.7,14.0,10.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,PAP,0,6.0,210.0,5.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,SOS,0,16.0,163.0,14.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,F_B,FOOD SALEE,0,36.0,110.0,23.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,F_B,FOOD SUCREE,0,92.0,333.5,48.0,14.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,F_B,FOOD SUCREE,1,1.0,10.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,F_B,SANS ALCOOL,0,66.0,165.0,43.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,F_B,SANS ALCOOL,1,2.0,5.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,#REF!,0,56.0,917.95,50.0,19.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,ACCESSOIRES,0,11.0,191.0,8.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,COSMETIQUE,0,1.0,4.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,JEUX / ENFANTS,0,39.0,374.1,27.0,12.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,PAP,0,12.0,360.0,11.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,SOS,0,35.0,387.0,31.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,SOS,1,1.0,12.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,SOUVENIRS,0,4.0,4.0,2.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,F_B,FOOD SALEE,0,19.0,52.5,11.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,F_B,FOOD SUCREE,0,25.0,95.0,19.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,F_B,SANS ALCOOL,0,36.0,90.0,17.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,#REF!,0,28.0,389.5,25.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,ACCESSOIRES,0,6.0,70.0,6.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,COSMETIQUE,0,6.0,34.0,5.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,JEUX / ENFANTS,0,19.0,150.8,13.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,PAP,0,6.0,180.0,4.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,SOS,0,15.0,155.0,14.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,SOUVENIRS,0,4.0,4.0,3.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,F_B,FOOD SALEE,0,8.0,37.5,4.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,F_B,FOOD SUCREE,0,10.0,58.5,7.0,5.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,F_B,SANS ALCOOL,0,10.0,25.0,8.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,#REF!,0,5.0,71.95,5.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,COSMETIQUE,0,10.0,119.5,5.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,JEUX / ENFANTS,0,11.0,96.2,6.0,7.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,PAP,0,1.0,20.0,1.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,SOS,0,3.0,18.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,SOUVENIRS,0,12.0,12.0,3.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,F_B,FOOD SALEE,0,37.0,93.0,19.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,F_B,FOOD SUCREE,0,6.0,27.0,4.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,F_B,FOOD SUCREE,1,2.0,16.0,1.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,F_B,SANS ALCOOL,0,27.0,67.5,16.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,NAN,nan,0,12.0,152.0,8.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,#REF!,0,16.0,139.0,13.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,ACCESSOIRES,0,6.0,104.0,4.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,COSMETIQUE,0,6.0,71.5,4.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,JEUX / ENFANTS,0,10.0,84.9,6.0,6.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,JEUX / ENFANTS,1,1.0,10.95,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,PAP,0,5.0,160.0,4.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,SOS,0,25.0,271.0,24.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,SOUVENIRS,0,3.0,3.0,3.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,SOUVENIRS,1,2.0,2.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,FOOD SALEE,0,39.0,98.0,25.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,FOOD SUCREE,0,112.0,349.5,74.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,FOOD SUCREE,1,3.0,9.0,2.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,SANS ALCOOL,0,69.0,172.5,44.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,SANS ALCOOL,1,6.0,15.0,1.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,SOUVENIRS,0,5.0,100.0,5.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,NAN,nan,0,109.0,1227.0,77.0,35.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,NAN,nan,1,4.0,43.4,3.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,#REF!,0,15.0,120.0,14.0,2.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,#REF!,1,1.0,15.0,1.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,ACCESSOIRES,0,7.0,206.0,7.0,4.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,COSMETIQUE,0,8.0,57.5,7.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,JEUX / ENFANTS,0,18.0,171.6,13.0,8.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,PAP,0,13.0,350.0,11.0,0.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,SOS,0,36.0,397.0,29.0,3.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,SOUVENIRS,0,1.0,1.0,1.0,1.0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,SOUVENIRS,1,2.0,2.0,1.0,1.0,HB5I0
Novotel Paris Tour Eiffel,2024,5,N_F_B,SOS,0,1.0,3.0,1.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,6,F_B,FOOD SALEE,0,42.0,310.0,34.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,6,F_B,FOOD SUCREE,0,59.0,391.5,37.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,6,F_B,SANS ALCOOL,0,185.0,2376.0,99.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,6,N_F_B,SOS,0,49.0,605.0,38.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,7,F_B,FOOD SALEE,0,55.0,502.0,41.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,7,F_B,FOOD SUCREE,0,97.0,556.6999999999999,48.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,7,F_B,SANS ALCOOL,0,184.0,1351.47,91.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,7,N_F_B,SOS,0,45.0,397.0,39.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,7,N_F_B,SOUVENIRS,0,1.0,18.5,1.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,9,F_B,FOOD SALEE,0,54.0,314.6,39.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,9,F_B,FOOD SUCREE,0,87.0,269.4,48.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,9,F_B,SANS ALCOOL,0,138.0,495.5,69.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,9,N_F_B,COSMETIQUE,0,1.0,8.0,1.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,9,N_F_B,SOS,0,85.0,631.0,67.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,10,F_B,FOOD SALEE,0,443.0,2545.7,339.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,10,F_B,FOOD SUCREE,0,614.0,1918.3999999999999,356.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,10,F_B,SANS ALCOOL,0,1322.0,4531.9,720.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,10,N_F_B,COSMETIQUE,0,6.0,48.0,4.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,10,N_F_B,SOS,0,542.0,4246.0,423.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,FOOD SALEE,0,417.0,2613.6,297.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,FOOD SALEE,1,20.0,139.1,16.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,FOOD SUCREE,0,449.0,1410.2,268.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,FOOD SUCREE,1,30.0,101.3,16.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,SANS ALCOOL,0,1000.0,3478.7999999999997,559.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,SANS ALCOOL,1,85.0,287.8,42.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,11,N_F_B,COSMETIQUE,0,2.0,16.0,1.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,11,N_F_B,SOS,0,459.0,3652.0,368.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,11,N_F_B,SOS,1,26.0,176.0,23.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,FOOD SALEE,0,468.0,2936.2,316.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,FOOD SALEE,1,14.0,87.6,12.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,FOOD SUCREE,0,657.0,2114.2,371.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,FOOD SUCREE,1,27.0,82.3,19.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,SANS ALCOOL,0,1391.0,4825.4,713.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,SANS ALCOOL,1,55.0,180.3,30.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,12,N_F_B,COSMETIQUE,0,7.0,56.0,6.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,12,N_F_B,SOS,0,492.0,3657.0,385.0,0.0,H3546
Novotel Paris Tour Eiffel,2024,12,N_F_B,SOS,1,23.0,174.0,17.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,1,F_B,FOOD SALEE,0,447.0,2842.6,313.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,1,F_B,FOOD SUCREE,0,508.0,1763.5,290.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,1,F_B,SANS ALCOOL,0,1097.0,3864.5,608.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,1,N_F_B,SOS,0,305.0,2419.0,238.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,2,F_B,FOOD SALEE,0,429.0,2892.1,310.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,2,F_B,FOOD SUCREE,0,514.0,1853.2,299.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,2,F_B,SANS ALCOOL,0,1186.0,4201.3,649.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,2,N_F_B,COSMETIQUE,0,3.0,24.0,3.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,2,N_F_B,SOS,0,437.0,3432.0,351.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,3,F_B,FOOD SALEE,0,510.0,3653.0,345.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,3,F_B,FOOD SUCREE,0,576.0,2109.2,343.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,3,F_B,SANS ALCOOL,0,1257.0,4495.8,748.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,3,N_F_B,COSMETIQUE,0,6.0,48.0,5.0,0.0,H3546
Novotel Paris Tour Eiffel,2025,3,N_F_B,SOS,0,441.0,3112.0,346.0,0.0,H3546
