nom_hotel,annee,mois,categorie,sous_categorie,nombre_ventes,montant_ventes,nombre_paniers,nombre_produits,hotel_code
Novotel Paris Tour Eiffel,2024,7,N_F_B,SOS,45,397.0,39,0,H3546
Novotel Paris Tour Eiffel,2024,7,N_F_B,SOUVENIRS,1,18.5,1,0,H3546
Novotel Paris Tour Eiffel,2024,9,F_B,FOOD SALEE,54,314.6,39,0,H3546
Novotel Paris Tour Eiffel,2024,9,F_B,FOOD SUCREE,87,269.4,48,0,H3546
Novotel Paris Tour Eiffel,2024,9,F_B,SANS ALCOOL,138,495.5,69,0,H3546
Novotel Paris Tour Eiffel,2024,9,N_F_B,COSMETIQUE,1,8.0,1,0,H3546
Novotel Paris Tour Eiffel,2024,9,N_F_B,SOS,85,631.0,67,0,H3546
Novotel Paris Tour Eiffel,2024,10,F_B,FOOD SALEE,443,2545.7,339,0,H3546
Novotel Paris Tour Eiffel,2024,10,F_B,FOOD SUCREE,614,1918.3999999999999,356,0,H3546
Novotel Paris Tour Eiffel,2024,10,F_B,SANS ALCOOL,1322,4531.9,720,0,H3546
Novotel Paris Tour Eiffel,2024,10,N_F_B,COSMETIQUE,6,48.0,4,0,H3546
Novotel Paris Tour Eiffel,2024,10,N_F_B,SOS,542,4246.0,423,0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,FOOD SALEE,437,2752.7,313,0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,FOOD SUCREE,479,1511.5,284,0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,SANS ALCOOL,1085,3766.6,601,0,H3546
Novotel Paris Tour Eiffel,2024,11,N_F_B,COSMETIQUE,2,16.0,1,0,H3546
Novotel Paris Tour Eiffel,2024,11,N_F_B,SOS,485,3828.0,391,0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,FOOD SALEE,482,3023.8,328,0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,FOOD SUCREE,684,2196.5,390,0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,SANS ALCOOL,1446,5005.7,743,0,H3546
Novotel Paris Tour Eiffel,2024,12,N_F_B,COSMETIQUE,7,56.0,6,0,H3546
Novotel Paris Tour Eiffel,2024,12,N_F_B,SOS,515,3831.0,402,0,H3546
Novotel Paris Tour Eiffel,2025,1,F_B,FOOD SALEE,447,2842.6,313,0,H3546
Novotel Paris Tour Eiffel,2025,1,F_B,FOOD SUCREE,508,1763.5,290,0,H3546
Novotel Paris Tour Eiffel,2025,1,F_B,SANS ALCOOL,1097,3864.5,608,0,H3546
Novotel Paris Tour Eiffel,2025,1,N_F_B,SOS,305,2419.0,238,0,H3546
Novotel Paris Tour Eiffel,2025,2,F_B,FOOD SALEE,429,2892.1,310,0,H3546
Novotel Paris Tour Eiffel,2025,2,F_B,FOOD SUCREE,514,1853.2,299,0,H3546
Novotel Paris Tour Eiffel,2025,2,F_B,SANS ALCOOL,1186,4201.3,649,0,H3546
Novotel Paris Tour Eiffel,2025,2,N_F_B,COSMETIQUE,3,24.0,3,0,H3546
Novotel Paris Tour Eiffel,2025,2,N_F_B,SOS,437,3432.0,351,0,H3546
Novotel Paris Tour Eiffel,2025,3,F_B,FOOD SALEE,510,3653.0,345,0,H3546
Novotel Paris Tour Eiffel,2025,3,F_B,FOOD SUCREE,576,2109.2,343,0,H3546
Novotel Paris Tour Eiffel,2025,3,F_B,SANS ALCOOL,1257,4495.8,748,0,H3546
Novotel Paris Tour Eiffel,2025,3,N_F_B,COSMETIQUE,6,48.0,5,0,H3546
Novotel Paris Tour Eiffel,2025,3,N_F_B,SOS,441,3112.0,346,0,H3546
Novotel Paris Tour Eiffel,2025,4,F_B,FOOD SALEE,648,4827.4,459,0,H3546
Novotel Paris Tour Eiffel,2025,4,F_B,FOOD SUCREE,661,2330.3,373,0,H3546
Novotel Paris Tour Eiffel,2025,4,F_B,SANS ALCOOL,1493,5331.3,918,0,H3546
Novotel Paris Tour Eiffel,2025,4,NAN,nan,7,28.0,5,0,H3546
Novotel Paris Tour Eiffel,2025,4,N_F_B,COSMETIQUE,2,16.0,2,0,H3546
Novotel Paris Tour Eiffel,2025,4,N_F_B,SOS,307,2322.0,256,0,H3546
Novotel Paris Tour Eiffel,2025,5,F_B,FOOD SALEE,675,4658.0,487,0,H3546
Novotel Paris Tour Eiffel,2025,5,F_B,FOOD SUCREE,590,2031.7,359,0,H3546
Novotel Paris Tour Eiffel,2025,5,F_B,SANS ALCOOL,1628,5897.5,972,0,H3546
Novotel Paris Tour Eiffel,2025,5,N_F_B,COSMETIQUE,6,48.0,6,0,H3546
Novotel Paris Tour Eiffel,2025,5,N_F_B,SOS,360,2645.0,279,0,H3546
Novotel Paris Tour Eiffel,2025,6,F_B,FOOD SALEE,676,4725.8,528,0,H3546
Novotel Paris Tour Eiffel,2025,6,F_B,FOOD SUCREE,598,2033.3999999999999,347,0,H3546
Novotel Paris Tour Eiffel,2025,6,F_B,SANS ALCOOL,1895,7198.7,1098,0,H3546
Novotel Paris Tour Eiffel,2025,6,N_F_B,COSMETIQUE,3,24.0,3,0,H3546
Novotel Paris Tour Eiffel,2025,6,N_F_B,SOS,440,3377.0,318,0,H3546
Novotel Paris Tour Eiffel,2025,7,F_B,FOOD SALEE,866,6293.7,620,0,H3546
Novotel Paris Tour Eiffel,2025,7,F_B,FOOD SUCREE,792,2651.6,418,0,H3546
Novotel Paris Tour Eiffel,2025,7,F_B,SANS ALCOOL,2416,10654.7,1353,0,H3546
Novotel Paris Tour Eiffel,2025,7,N_F_B,COSMETIQUE,6,48.0,6,0,H3546
Novotel Paris Tour Eiffel,2025,7,N_F_B,SOS,435,3738.0,313,0,H3546
Novotel Paris Tour Eiffel,2025,8,F_B,FOOD SALEE,704,4641.7,487,0,H3546
Novotel Paris Tour Eiffel,2025,8,F_B,FOOD SUCREE,629,2191.4,331,0,H3546
Novotel Paris Tour Eiffel,2025,8,F_B,SANS ALCOOL,2027,7381.8,1077,0,H3546
Novotel Paris Tour Eiffel,2025,8,N_F_B,COSMETIQUE,7,56.0,7,0,H3546
Novotel Paris Tour Eiffel,2025,8,N_F_B,SOS,470,3583.0,335,0,H3546
Novotel Paris Tour Eiffel,2025,9,F_B,FOOD SALEE,504,3433.9,404,0,H3546
Novotel Paris Tour Eiffel,2025,9,F_B,FOOD SUCREE,476,1596.7,269,0,H3546
Novotel Paris Tour Eiffel,2025,9,F_B,SANS ALCOOL,1491,5617.5,928,0,H3546
Novotel Paris Tour Eiffel,2025,9,N_F_B,COSMETIQUE,4,32.0,4,0,H3546
Novotel Paris Tour Eiffel,2025,9,N_F_B,SOS,391,3170.0,303,0,H3546
Novotel Paris Tour Eiffel,2025,10,F_B,FOOD SALEE,524,3534.2,397,0,H3546
Novotel Paris Tour Eiffel,2025,10,F_B,FOOD SUCREE,610,2069.3,334,0,H3546
Novotel Paris Tour Eiffel,2025,10,F_B,SANS ALCOOL,1660,5998.0,927,0,H3546
Novotel Paris Tour Eiffel,2025,10,N_F_B,COSMETIQUE,4,32.0,4,0,H3546
Novotel Paris Tour Eiffel,2025,10,N_F_B,SOS,374,2878.0,274,0,H3546
Novotel Paris Tour Eiffel,2025,11,F_B,FOOD SALEE,473,3037.8,370,0,H3546
Novotel Paris Tour Eiffel,2025,11,F_B,FOOD SUCREE,509,1684.1,272,0,H3546
Novotel Paris Tour Eiffel,2025,11,F_B,SANS ALCOOL,1316,4792.0,796,0,H3546
Novotel Paris Tour Eiffel,2025,11,NAN,nan,2,16.0,2,0,H3546
Novotel Paris Tour Eiffel,2025,11,N_F_B,COSMETIQUE,2,16.0,2,0,H3546
Novotel Paris Tour Eiffel,2025,11,N_F_B,SOS,308,2440.0,249,0,H3546
Novotel Paris Tour Eiffel,2025,12,F_B,FOOD SALEE,632,4380.5,413,0,H3546
Novotel Paris Tour Eiffel,2025,12,F_B,FOOD SUCREE,569,1993.1,309,0,H3546
Novotel Paris Tour Eiffel,2025,12,F_B,SANS ALCOOL,1680,6061.2,1014,0,H3546
Novotel Paris Tour Eiffel,2025,12,NAN,nan,12,96.0,11,0,H3546
Novotel Paris Tour Eiffel,2025,12,N_F_B,COSMETIQUE,8,64.0,6,0,H3546
Novotel Paris Tour Eiffel,2025,12,N_F_B,SOS,250,1839.0,193,0,H3546
Novotel Porte d’Italie,2024,9,F_B,FOOD SALEE,5,12.5,5,0,
Novotel Porte d’Italie,2024,9,F_B,FOOD SUCREE,17,46.3,12,0,
Novotel Porte d’Italie,2024,9,F_B,SANS ALCOOL,18,92.0,15,0,
Novotel Porte d’Italie,2024,10,F_B,FOOD SALEE,60,167.4,48,0,
Novotel Porte d’Italie,2024,10,F_B,FOOD SUCREE,112,318.6,84,0,
Novotel Porte d’Italie,2024,10,F_B,SANS ALCOOL,59,299.5,43,0,
Novotel Porte d’Italie,2024,10,NAN,nan,13,83.4,10,0,
Novotel Porte d’Italie,2024,11,F_B,FOOD SALEE,48,134.6,34,0,
Novotel Porte d’Italie,2024,11,F_B,FOOD SUCREE,74,209.85999999999999,56,0,
Novotel Porte d’Italie,2024,11,F_B,SANS ALCOOL,61,312.5,50,0,
Novotel Porte d’Italie,2024,11,NAN,nan,7,43.0,5,0,
Novotel Porte d’Italie,2024,11,N_F_B,SOS,1,0.7,1,0,
Novotel Porte d’Italie,2024,12,F_B,FOOD SALEE,61,211.9,48,0,
Novotel Porte d’Italie,2024,12,F_B,FOOD SUCREE,83,236.0,69,0,
Novotel Porte d’Italie,2024,12,F_B,SANS ALCOOL,38,195.0,32,0,
Novotel Porte d’Italie,2024,12,NAN,nan,4,32.5,4,0,
Novotel Porte d’Italie,2024,12,N_F_B,SOS,1,0.7,1,0,
Novotel Porte d’Italie,2025,1,F_B,FOOD SALEE,9,23.9,7,0,
Novotel Porte d’Italie,2025,1,F_B,FOOD SUCREE,12,35.7,11,0,
Novotel Porte d’Italie,2025,1,F_B,SANS ALCOOL,5,26.0,4,0,
Novotel Porte d’Italie,2025,1,NAN,nan,6,66.0,4,0,
Novotel Porte d’Italie,2025,2,F_B,FOOD SALEE,24,78.3,17,0,
Novotel Porte d’Italie,2025,2,F_B,FOOD SUCREE,15,41.7,12,0,
Novotel Porte d’Italie,2025,2,F_B,SANS ALCOOL,15,65.0,11,0,
Novotel Porte d’Italie,2025,2,NAN,nan,6,66.0,4,0,
Novotel Porte d’Italie,2025,3,F_B,FOOD SALEE,34,130.0,25,0,
Novotel Porte d’Italie,2025,3,F_B,FOOD SUCREE,51,191.6,44,0,
Novotel Porte d’Italie,2025,3,F_B,SANS ALCOOL,39,165.5,32,0,
Novotel Porte d’Italie,2025,3,NAN,nan,1,7.5,1,0,
Novotel Porte d’Italie,2025,4,F_B,FOOD SALEE,31,80.6,19,0,
Novotel Porte d’Italie,2025,4,F_B,FOOD SUCREE,20,78.7,15,0,
Novotel Porte d’Italie,2025,4,F_B,SANS ALCOOL,32,132.5,25,0,
Novotel Porte d’Italie,2025,5,F_B,FOOD SALEE,23,73.0,16,0,
Novotel Porte d’Italie,2025,5,F_B,FOOD SUCREE,83,290.6,67,0,
Novotel Porte d’Italie,2025,5,F_B,SANS ALCOOL,106,456.0,77,0,
Novotel Porte d’Italie,2025,5,NAN,nan,6,64.5,5,0,
Novotel Porte d’Italie,2025,6,F_B,FOOD SALEE,13,114.2,13,0,
Novotel Porte d’Italie,2025,6,F_B,FOOD SUCREE,32,132.5,27,0,
Novotel Porte d’Italie,2025,6,F_B,SANS ALCOOL,68,300.5,60,0,
Novotel Porte d’Italie,2025,6,NAN,nan,2,12.0,1,0,
Novotel Porte d’Italie,2025,7,F_B,FOOD SALEE,31,146.1,23,0,
Novotel Porte d’Italie,2025,7,F_B,FOOD SUCREE,55,182.4,46,0,
Novotel Porte d’Italie,2025,7,F_B,SANS ALCOOL,93,431.5,70,0,
Novotel Porte d’Italie,2025,8,F_B,FOOD SALEE,22,103.6,18,0,
Novotel Porte d’Italie,2025,8,F_B,FOOD SUCREE,32,93.1,24,0,
Novotel Porte d’Italie,2025,8,F_B,SANS ALCOOL,67,312.0,49,0,
Novotel Porte d’Italie,2025,9,F_B,FOOD SALEE,24,59.1,18,0,
Novotel Porte d’Italie,2025,9,F_B,FOOD SUCREE,35,118.89999999999999,26,0,
Novotel Porte d’Italie,2025,9,F_B,SANS ALCOOL,21,105.5,18,0,
Novotel Porte d’Italie,2025,10,F_B,FOOD SALEE,5,26.0,4,0,
Novotel Porte d’Italie,2025,10,F_B,FOOD SUCREE,9,31.299999999999997,8,0,
Novotel Porte d’Italie,2025,11,F_B,FOOD SALEE,24,52.15,20,0,
Novotel Porte d’Italie,2025,11,F_B,FOOD SUCREE,41,108.0,33,0,
Novotel Porte d’Italie,2025,11,F_B,SANS ALCOOL,29,131.0,24,0,
Novotel Porte d’Italie,2025,12,F_B,FOOD SALEE,19,52.5,18,0,
Novotel Porte d’Italie,2025,12,F_B,FOOD SUCREE,36,106.3,26,0,
Novotel Porte d’Italie,2025,12,F_B,SANS ALCOOL,53,265.0,39,0,
